Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Micrococcales	85006	95207.36000000002	59.27600000000002	2923427
Actinomycetales	2037	11139.599999999999	6.936	106225
Bacillales	1385	11005.980000000001	6.854	200448
Lactobacillales	186826	10668.39	6.644	57359
Pseudomonadales	72274	8929.429999999998	5.561000000000001	38781
Corynebacteriales	85007	6053.79	3.77	147638
Veillonellales	1843489	3065.89	1.908	15292
Rhizobiales	356	2421.44	1.5060000000000002	30934
Xanthomonadales	135614	2245.43	1.3980000000000001	39034
Enterobacterales	91347	2145.36	1.3350000000000002	4413
Rhodobacterales	204455	1618.2599999999998	1.008	28865
Propionibacteriales	85009	1158.75	0.721	5273
Rhodospirillales	204441	909.0600000000001	0.5660000000000001	8608
Burkholderiales	80840	865.22	0.5379999999999999	9047
Neisseriales	206351	838.28	0.52	6012
Bifidobacteriales	85004	479.58	0.29800000000000004	5369
Flavobacteriales	200644	382.85	0.239	3951
Bacteroidales	171549	344.12	0.214	1895
Pasteurellales	135625	322.04	0.2	669
Caulobacterales	204458	317.44	0.198	218
Coriobacteriales	84999	263.87	0.16499999999999998	3767
Erysipelotrichales	526525	79.59	0.05	642
Sphingomonadales	204457	80.41	0.05	19
Pseudonocardiales	85010	76.75	0.048	98
