Name	Tax ID	Abundance Score	Relative Abundance	Unique Matches Frequency
Micrococcaceae	1268	33479.45	20.843999999999998	987695
Dermabacteraceae	85020	29575.300000000003	18.414	1354535
Microbacteriaceae	85023	20642.359999999997	12.852	302201
Actinomycetaceae	2049	11139.599999999999	6.936	106225
Streptococcaceae	1300	10439.349999999999	6.501	53211
Intrasporangiaceae	85021	9597.880000000001	5.975	249569
Staphylococcaceae	90964	9119.060000000001	5.679	189604
Pseudomonadaceae	135621	8152.08	5.077000000000001	36158
Dietziaceae	85029	3726.04	2.32	137472
Veillonellaceae	31977	3065.89	1.908	15292
Xanthomonadaceae	32033	2245.43	1.3980000000000001	39034
Rhodobacteraceae	31989	1618.2599999999998	1.008	28865
Enterobacteriaceae	543	1571.7	0.978	2006
Gordoniaceae	85026	1356.71	0.845	59
Promicromonosporaceae	85017	1313.73	0.8180000000000001	10959
Propionibacteriaceae	31957	1158.75	0.721	5273
Bacillaceae	186817	1002.44	0.624	4067
Rhizobiaceae	82115	981.99	0.611	9748
Neisseriaceae	481	838.28	0.52	6012
Rhodospirillales_u_f	204441	817.07	0.509	7192
Corynebacteriaceae	1653	815.1199999999999	0.508	6172
Moraxellaceae	468	777.3499999999999	0.484	2623
Comamonadaceae	80864	559.11	0.348	1448
Methylobacteriaceae	119045	555.63	0.345	8332
Brucellaceae	118882	540.4200000000001	0.336	10826
Paenibacillaceae	186822	538.33	0.335	6761
Bifidobacteriaceae	31953	479.58	0.29800000000000004	5369
Yersiniaceae	1903411	460.43	0.28700000000000003	2293
Flavobacteriaceae	49546	382.85	0.239	3951
Brevibacteriaceae	85019	348.82	0.217	13602
Bacillales_u_f	1385	346.15	0.216	16
Prevotellaceae	171552	344.12	0.214	1895
Pasteurellaceae	712	322.04	0.2	669
Caulobacteraceae	76892	317.44	0.198	218
Atopobiaceae	1643824	263.87	0.16499999999999998	3767
Carnobacteriaceae	186828	229.04	0.14300000000000002	4148
Bradyrhizobiaceae	41294	207.19	0.129	2019
Alcaligenaceae	506	175.23	0.109	4269
Mycobacteriaceae	1762	155.92	0.097	3935
Aurantimonadaceae	255475	136.21	0.08499999999999999	9
Dermacoccaceae	145357	134.15	0.084	4720
Oxalobacteraceae	75682	130.88	0.08099999999999999	3330
Dermatophilaceae	85018	115.67	0.07200000000000001	146
Erwiniaceae	1903409	113.23	0.06999999999999999	114
Acetobacteraceae	433	91.99	0.056999999999999995	1416
Erysipelotrichaceae	128827	79.59	0.05	642
Sphingomonadaceae	41297	80.41	0.05	19
Pseudonocardiaceae	2070	76.75	0.048	98
